protocol,key_bits,plaintext_bytes,seed,enc_ms,dec_ms,classical_security,post_grover_security
AES-128,128,128,41,0.0114,0.009,128,64
AES-128,128,128,42,0.0117,0.0091,128,64
AES-128,128,128,43,0.0113,0.0093,128,64
AES-128,128,128,44,0.0115,0.0092,128,64
AES-128,128,128,45,0.0115,0.0092,128,64
AES-128,128,128,46,0.0113,0.0091,128,64
AES-128,128,128,47,0.0114,0.009,128,64
AES-128,128,128,48,0.0113,0.0092,128,64
AES-128,128,128,49,0.0115,0.0091,128,64
AES-256,256,128,0,0.0262,0.0117,256,128
AES-256,256,128,1,0.0129,0.0098,256,128
AES-256,256,128,2,0.0118,0.0095,256,128
AES-256,256,128,3,0.0147,0.0377,256,128
AES-256,256,128,4,0.0122,0.0279,256,128
AES-256,256,128,5,0.0116,0.0093,256,128
AES-256,256,128,6,0.0116,0.0093,256,128
AES-256,256,128,7,0.0123,0.0095,256,128
AES-256,256,128,8,0.0116,0.0094,256,128
AES-256,256,128,9,0.0118,0.0094,256,128
AES-256,256,128,10,0.0122,0.0094,256,128
AES-256,256,128,11,0.0115,0.0096,256,128
AES-256,256,128,12,0.0116,0.0093,256,128
AES-256,256,128,13,0.0115,0.0094,256,128
AES-256,256,128,14,0.0114,0.0091,256,128
AES-256,256,128,15,0.0117,0.0093,256,128
AES-256,256,128,16,0.0117,0.0094,256,128
AES-256,256,128,17,0.0115,0.0094,256,128
AES-256,256,128,18,0.0112,0.0093,256,128
AES-256,256,128,19,0.0116,0.0091,256,128
AES-256,256,128,20,0.0114,0.0091,256,128
AES-256,256,128,21,0.0115,0.0092,256,128
AES-256,256,128,22,0.0113,0.0092,256,128
AES-256,256,128,23,0.0114,0.0093,256,128
AES-256,256,128,24,0.0114,0.0094,256,128
AES-256,256,128,25,0.0114,0.0091,256,128
AES-256,256,128,26,0.0114,0.0092,256,128
AES-256,256,128,27,0.0115,0.0094,256,128
AES-256,256,128,28,0.0115,0.0093,256,128
AES-256,256,128,29,0.0115,0.0092,256,128
AES-256,256,128,30,0.0114,0.0094,256,128
AES-256,256,128,31,0.0114,0.0188,256,128
AES-256,256,128,32,0.0129,0.0096,256,128
AES-256,256,128,33,0.0117,0.0094,256,128
AES-256,256,128,34,0.0117,0.0093,256,128
AES-256,256,128,35,0.0115,0.0092,256,128
AES-256,256,128,36,0.0113,0.0092,256,128
AES-256,256,128,37,0.0114,0.0093,256,128
AES-256,256,128,38,0.0113,0.0093,256,128
AES-256,256,128,39,0.0113,0.0092,256,128
AES-256,256,128,40,0.0114,0.0092,256,128
AES-256,256,128,41,0.0113,0.0093,256,128
AES-256,256,128,42,0.0113,0.0092,256,128
AES-256,256,128,43,0.0113,0.0092,256,128
AES-256,256,128,44,0.0113,0.0094,256,128
AES-256,256,128,45,0.0114,0.0092,256,128
AES-256,256,128,46,0.0112,0.0093,256,128
AES-256,256,128,47,0.0114,0.0092,256,128
AES-256,256,128,48,0.0113,0.0093,256,128
AES-256,256,128,49,0.0114,0.0092,256,128
AES-128,128,512,0,0.0308,0.0148,128,64
AES-128,128,512,1,0.016,0.0118,128,64
AES-128,128,512,2,0.0141,0.0112,128,64
AES-128,128,512,3,0.0131,0.0105,128,64
AES-128,128,512,4,0.0132,0.0107,128,64
AES-128,128,512,5,0.0134,0.0106,128,64
AES-128,128,512,6,0.0129,0.0103,128,64
AES-128,128,512,7,0.0124,0.0098,128,64
AES-128,128,512,8,0.0121,0.0096,128,64
AES-128,128,512,9,0.0131,0.0104,128,64
AES-128,128,512,10,0.0126,0.0104,128,64
AES-128,128,512,11,0.0128,0.0099,128,64
AES-128,128,512,12,0.0127,0.0105,128,64
AES-128,128,512,13,0.0128,0.0102,128,64
AES-128,128,512,14,0.0128,0.0103,128,64
AES-128,128,512,15,0.0129,0.0102,128,64
AES-128,128,512,16,0.0128,0.0102,128,64
AES-128,128,512,17,0.0127,0.0099,128,64
AES-128,128,512,18,0.0128,0.01,128,64
AES-128,128,512,19,0.0127,0.0101,128,64
AES-128,128,512,20,0.0136,0.0107,128,64
AES-128,128,512,21,0.0129,0.0103,128,64
AES-128,128,512,22,0.0124,0.0102,128,64
AES-128,128,512,23,0.0127,0.0102,128,64
AES-128,128,512,24,0.0127,0.0102,128,64
AES-128,128,512,25,0.0128,0.0102,128,64
AES-128,128,512,26,0.0125,0.0102,128,64
AES-128,128,512,27,0.0127,0.0103,128,64
AES-128,128,512,28,0.0127,0.0103,128,64
AES-128,128,512,29,0.0128,0.0103,128,64
AES-128,128,512,30,0.0127,0.0102,128,64
AES-128,128,512,31,0.0126,0.0103,128,64
AES-128,128,512,32,0.0128,0.0104,128,64
AES-128,128,512,33,0.0128,0.0103,128,64
AES-128,128,512,34,0.0129,0.0103,128,64
AES-128,128,512,35,0.0125,0.0099,128,64
AES-128,128,512,36,0.0126,0.0101,128,64
AES-128,128,512,37,0.0125,0.0102,128,64
AES-128,128,512,38,0.0128,0.0101,128,64
AES-128,128,512,39,0.0125,0.0101,128,64
AES-128,128,512,40,0.0126,0.0102,128,64
AES-128,128,512,41,0.0126,0.0102,128,64
AES-128,128,512,42,0.0127,0.01,128,64
AES-128,128,512,43,0.0126,0.0102,128,64
AES-128,128,512,44,0.0128,0.0102,128,64
AES-128,128,512,45,0.0127,0.0103,128,64
AES-128,128,512,46,0.0125,0.0103,128,64
AES-128,128,512,47,0.0226,0.0106,128,64
AES-128,128,512,48,0.0129,0.0101,128,64
AES-128,128,512,49,0.0127,0.01,128,64
AES-256,256,512,0,0.047,0.0126,256,128
AES-256,256,512,1,0.0131,0.0099,256,128
AES-256,256,512,2,0.0387,0.0101,256,128
AES-256,256,512,3,0.0126,0.0255,256,128
AES-256,256,512,4,0.0121,0.0095,256,128
AES-256,256,512,5,0.012,0.0096,256,128
AES-256,256,512,6,0.012,0.0094,256,128
AES-256,256,512,7,0.0122,0.0096,256,128
AES-256,256,512,8,0.0119,0.0093,256,128
AES-256,256,512,9,0.0125,0.0095,256,128
AES-256,256,512,10,0.0119,0.0095,256,128
AES-256,256,512,11,0.0122,0.0095,256,128
AES-256,256,512,12,0.0122,0.0096,256,128
AES-256,256,512,13,0.0121,0.0097,256,128
AES-256,256,512,14,0.0124,0.0096,256,128
AES-256,256,512,15,0.012,0.0097,256,128
AES-256,256,512,16,0.0314,0.011,256,128
AES-256,256,512,17,0.029,0.0101,256,128
AES-256,256,512,18,0.0123,0.0097,256,128
AES-256,256,512,19,0.012,0.0095,256,128
AES-256,256,512,20,0.0124,0.0096,256,128
AES-256,256,512,21,0.0124,0.0098,256,128
AES-256,256,512,22,0.0122,0.0097,256,128
AES-256,256,512,23,0.0403,0.0104,256,128
AES-256,256,512,24,0.0281,0.0296,256,128
AES-256,256,512,25,0.0136,0.0099,256,128
AES-256,256,512,26,0.0124,0.0095,256,128
AES-256,256,512,27,0.0122,0.0095,256,128
AES-256,256,512,28,0.0126,0.0097,256,128
AES-256,256,512,29,0.0121,0.0097,256,128
AES-256,256,512,30,0.012,0.0094,256,128
AES-256,256,512,31,0.0121,0.0096,256,128
AES-256,256,512,32,0.0122,0.0096,256,128
AES-256,256,512,33,0.0122,0.0096,256,128
AES-256,256,512,34,0.0118,0.0365,256,128
AES-256,256,512,35,0.0128,0.0259,256,128
AES-256,256,512,36,0.0122,0.0096,256,128
AES-256,256,512,37,0.012,0.0096,256,128
AES-256,256,512,38,0.0122,0.0096,256,128
AES-256,256,512,39,0.0119,0.0094,256,128
AES-256,256,512,40,0.0119,0.0094,256,128
AES-256,256,512,41,0.0121,0.0094,256,128
AES-256,256,512,42,0.0119,0.0095,256,128
AES-256,256,512,43,0.0122,0.0097,256,128
AES-256,256,512,44,0.021,0.0113,256,128
AES-256,256,512,45,0.0122,0.0093,256,128
AES-256,256,512,46,0.0117,0.0095,256,128
AES-256,256,512,47,0.0119,0.0094,256,128
AES-256,256,512,48,0.0116,0.0094,256,128
AES-256,256,512,49,0.0118,0.0094,256,128
AES-128,128,1024,0,0.0276,0.0111,128,64
AES-128,128,1024,1,0.0132,0.0096,128,64
AES-128,128,1024,2,0.0124,0.0095,128,64
AES-128,128,1024,3,0.0122,0.0096,128,64
AES-128,128,1024,4,0.0123,0.0094,128,64
AES-128,128,1024,5,0.0121,0.0094,128,64
AES-128,128,1024,6,0.0122,0.0095,128,64
AES-128,128,1024,7,0.0123,0.0094,128,64
AES-128,128,1024,8,0.0122,0.0093,128,64
AES-128,128,1024,9,0.0122,0.0094,128,64
AES-128,128,1024,10,0.0122,0.0094,128,64
AES-128,128,1024,11,0.0119,0.0095,128,64
AES-128,128,1024,12,0.0122,0.0094,128,64
AES-128,128,1024,13,0.0121,0.0094,128,64
AES-128,128,1024,14,0.0121,0.0094,128,64
AES-128,128,1024,15,0.0123,0.0094,128,64
AES-128,128,1024,16,0.0121,0.0093,128,64
AES-128,128,1024,17,0.0122,0.0095,128,64
AES-128,128,1024,18,0.012,0.0092,128,64
AES-128,128,1024,19,0.0122,0.0095,128,64
AES-128,128,1024,20,0.0121,0.0095,128,64
AES-128,128,1024,21,0.012,0.0092,128,64
AES-128,128,1024,22,0.0122,0.0094,128,64
AES-128,128,1024,23,0.0121,0.0094,128,64
AES-128,128,1024,24,0.0121,0.0095,128,64
AES-128,128,1024,25,0.0121,0.0094,128,64
AES-128,128,1024,26,0.012,0.0094,128,64
AES-128,128,1024,27,0.012,0.0093,128,64
AES-128,128,1024,28,0.012,0.0094,128,64
AES-128,128,1024,29,0.0121,0.0095,128,64
AES-128,128,1024,30,0.012,0.0092,128,64
AES-128,128,1024,31,0.0119,0.0094,128,64
AES-128,128,1024,32,0.012,0.0093,128,64
AES-128,128,1024,33,0.0122,0.0094,128,64
AES-128,128,1024,34,0.012,0.0094,128,64
AES-128,128,1024,35,0.0119,0.0093,128,64
AES-128,128,1024,36,0.0121,0.0094,128,64
AES-128,128,1024,37,0.0121,0.0093,128,64
AES-128,128,1024,38,0.0121,0.0093,128,64
AES-128,128,1024,39,0.0119,0.0093,128,64
AES-128,128,1024,40,0.0125,0.0094,128,64
AES-128,128,1024,41,0.0121,0.0094,128,64
AES-128,128,1024,42,0.012,0.0093,128,64
AES-128,128,1024,43,0.0121,0.0094,128,64
AES-128,128,1024,44,0.0121,0.0093,128,64
AES-128,128,1024,45,0.012,0.0094,128,64
AES-128,128,1024,46,0.012,0.0094,128,64
AES-128,128,1024,47,0.0131,0.0097,128,64
AES-128,128,1024,48,0.0122,0.0173,128,64
AES-128,128,1024,49,0.0128,0.0094,128,64
AES-256,256,1024,0,0.0228,0.0112,256,128
AES-256,256,1024,1,0.0132,0.0097,256,128
AES-256,256,1024,2,0.013,0.0097,256,128
AES-256,256,1024,3,0.0127,0.0096,256,128
AES-256,256,1024,4,0.0125,0.0095,256,128
AES-256,256,1024,5,0.0124,0.0095,256,128
AES-256,256,1024,6,0.0123,0.0093,256,128
AES-256,256,1024,7,0.0125,0.0094,256,128
AES-256,256,1024,8,0.0124,0.0095,256,128
AES-256,256,1024,9,0.0124,0.0096,256,128
AES-256,256,1024,10,0.0123,0.0097,256,128
AES-256,256,1024,11,0.0122,0.0097,256,128
AES-256,256,1024,12,0.0125,0.0125,256,128
AES-256,256,1024,13,0.0317,0.0322,256,128
AES-256,256,1024,14,0.0294,0.0286,256,128
AES-256,256,1024,15,0.0282,0.0414,256,128
AES-256,256,1024,16,0.0453,0.0379,256,128
AES-256,256,1024,17,0.0279,0.0236,256,128
AES-256,256,1024,18,0.028,0.0238,256,128
AES-256,256,1024,19,0.0261,0.022,256,128
AES-256,256,1024,20,0.0255,0.0217,256,128
AES-256,256,1024,21,0.0255,0.0223,256,128
AES-256,256,1024,22,0.0259,0.0215,256,128
AES-256,256,1024,23,0.0255,0.0216,256,128
AES-256,256,1024,24,0.0254,0.022,256,128
AES-256,256,1024,25,0.0261,0.0213,256,128
AES-256,256,1024,26,0.0288,0.0219,256,128
AES-256,256,1024,27,0.0254,0.0215,256,128
AES-256,256,1024,28,0.0252,0.0216,256,128
AES-256,256,1024,29,0.0256,0.0215,256,128
AES-256,256,1024,30,0.0254,0.0216,256,128
AES-256,256,1024,31,0.0255,0.0214,256,128
AES-256,256,1024,32,0.0265,0.0218,256,128
AES-256,256,1024,33,0.029,0.0241,256,128
AES-256,256,1024,34,0.0286,0.0242,256,128
AES-256,256,1024,35,0.0522,0.0389,256,128
AES-256,256,1024,36,0.0278,0.0238,256,128
AES-256,256,1024,37,0.0272,0.0238,256,128
AES-256,256,1024,38,0.0274,0.0233,256,128
AES-256,256,1024,39,0.0527,0.0237,256,128
AES-256,256,1024,40,0.0273,0.0234,256,128
AES-256,256,1024,41,0.0273,0.0234,256,128
AES-256,256,1024,42,0.0277,0.0234,256,128
AES-256,256,1024,43,0.0273,0.0236,256,128
AES-256,256,1024,44,0.0276,0.0238,256,128
AES-256,256,1024,45,0.0279,0.0236,256,128
AES-256,256,1024,46,0.0277,0.0233,256,128
AES-256,256,1024,47,0.0277,0.0244,256,128
AES-256,256,1024,48,0.0278,0.024,256,128
AES-256,256,1024,49,0.0275,0.0239,256,128
